"","date","temp_mean","HR_mean","total","cvd","resp","dow","pm10_mean.mean","X","holidays","year","males","females","RETI_65.79","RETII_.80","females_RETI_65.79","males_RETI_65.79","females_RETII_.80","males_RETII_.80","white","colored","males_white","males_colored","females_white","females_colored","RETI_65.79_white","RETII_.80_white","RETI_65.79_colored","RETII_.80_colored"
"1032",2002-10-28,17.5,45.875,106,40,11,"Saturday",52.751103786,NA,"0",2002,48,58,16,5,9,7,3,2,90,13,41,6,50,7,14,5,2,1
"1033",2002-10-29,18.0555555555556,56,130,47,15,"Sunday",44.7261799142,NA,"0",2002,58,72,20,6,11,9,4,3,110,16,50,7,61,9,17,6,2,1
"1034",2002-10-30,18.3333333333333,78.875,109,43,11,"Monday",42.1852886957,NA,"0",2002,49,60,16,5,9,7,3,2,93,13,42,6,51,7,14,5,2,1
"1035",2002-10-31,7.5,72.375,108,43,6,"Tuesday",19.549881401,NA,"0",2002,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"1036",2002-11-01,6.11111111111111,68.5,112,47,6,"Wednesday",32.047511463,NA,"0",2002,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"1037",2002-11-02,1.66666666666667,70,117,57,5,"Thursday",25.004619868,39,"1",2002,53,64,18,6,10,8,3,3,99,14,45,6,55,8,15,5,2,1
"1038",2002-11-03,-0.555555555555556,56.875,104,52,6,"Friday",23.481573755,NA,"0",2002,47,57,16,5,9,7,3,2,88,12,40,6,49,7,13,4,2,1
"1039",2002-11-04,8.05555555555556,46.625,97,43,1,"Saturday",27.430846794,NA,"0",2002,44,53,15,5,8,7,3,2,82,12,37,5,45,6,12,4,2,1
"1040",2002-11-05,12.2222222222222,81.75,130,58,9,"Sunday",35.456092672,NA,"0",2002,58,72,20,6,11,9,4,3,110,16,50,7,61,9,17,6,2,1
"1041",2002-11-06,7.5,78.5,114,59,8,"Monday",23.983705327,NA,"0",2002,51,63,17,6,9,8,3,3,97,14,44,6,53,8,15,5,2,1
"1042",2002-11-07,7.5,76.625,113,52,9,"Tuesday",19.951025327,NA,"0",2002,51,62,17,6,9,8,3,3,96,14,43,6,53,7,14,5,2,1
"1043",2002-11-08,7.22222222222222,70.75,106,34,12,"Wednesday",25.63130347,NA,"0",2002,48,58,16,5,9,7,3,2,90,13,41,6,50,7,14,5,2,1
"1044",2002-11-09,4.16666666666667,81.5,127,64,10,"Thursday",14.86503142,NA,"0",2002,57,70,19,6,10,9,3,3,108,15,49,7,59,8,16,5,2,1
"1045",2002-11-10,3.33333333333333,69.875,122,62,13,"Friday",24.688591597,NA,"0",2002,55,67,18,6,10,8,3,3,104,15,47,7,57,8,16,5,2,1
"1046",2002-11-11,8.05555555555556,51.25,140,66,12,"Saturday",27.720581791,NA,"0",2002,63,77,21,7,12,9,4,3,119,17,54,8,65,9,18,6,3,1
"1047",2002-11-12,3.61111111111111,57.75,106,54,8,"Sunday",16.31238795,NA,"0",2002,48,58,16,5,9,7,3,2,90,13,41,6,50,7,14,5,2,1
"1048",2002-11-13,15,59.875,112,46,8,"Monday",NA,NA,"0",2002,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"1049",2002-11-14,12.2222222222222,95.625,108,46,13,"Tuesday",26.181226423,NA,"0",2002,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"1050",2002-11-15,4.72222222222222,87.875,118,51,11,"Wednesday",19.415334262,40,"1",2002,53,65,18,6,10,8,3,3,100,14,45,6,55,8,15,5,2,1
"1051",2002-11-16,-3.33333333333333,61.625,136,68,4,"Thursday",15.549359934,NA,"0",2002,61,75,20,7,11,9,4,3,116,16,52,7,64,9,17,6,2,1
"1052",2002-11-17,-4.16666666666667,73.25,127,47,13,"Friday",34.239212902,NA,"0",2002,57,70,19,6,10,9,3,3,108,15,49,7,59,8,16,5,2,1
"1053",2002-11-18,-6.11111111111111,59.375,127,55,10,"Saturday",19.06038911,NA,"0",2002,57,70,19,6,10,9,3,3,108,15,49,7,59,8,16,5,2,1
"1054",2002-11-19,2.77777777777778,48.625,108,49,10,"Sunday",25.340696044,NA,"0",2002,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"1055",2002-11-20,7.5,41.875,127,63,11,"Monday",43.4167425318,NA,"0",2002,57,70,19,6,10,9,3,3,108,15,49,7,59,8,16,5,2,1
"1056",2002-11-21,-1.11111111111111,72.625,97,49,3,"Tuesday",28.89804787,NA,"0",2002,44,53,15,5,8,7,3,2,82,12,37,5,45,6,12,4,2,1
"1057",2002-11-22,-3.05555555555556,82.875,109,59,9,"Wednesday",28.746227049,NA,"0",2002,49,60,16,5,9,7,3,2,93,13,42,6,51,7,14,5,2,1
"1058",2002-11-23,-7.5,72,106,54,7,"Thursday",24.217148954,NA,"0",2002,48,58,16,5,9,7,3,2,90,13,41,6,50,7,14,5,2,1
"1059",2002-11-24,-2.5,52.75,134,50,7,"Friday",27.329650174,NA,"0",2002,60,74,20,7,11,9,4,3,114,16,51,7,63,9,17,6,2,1
"1060",2002-11-25,6.66666666666667,71,121,53,10,"Saturday",31.43172808,NA,"0",2002,54,67,18,6,10,8,3,3,103,15,46,7,57,8,15,5,2,1
"1061",2002-11-26,3.61111111111111,57.625,115,47,9,"Sunday",27.601027086,NA,"0",2002,52,63,17,6,9,8,3,3,98,14,44,6,54,8,15,5,2,1
"1062",2002-11-27,10.5555555555556,69.125,139,61,16,"Monday",NA,NA,"0",2002,63,76,21,7,11,9,4,3,118,17,53,8,65,9,18,6,3,1
"1063",2002-11-28,-1.94444444444444,66.375,125,51,6,"Tuesday",25.416701196,NA,"0",2002,56,69,19,6,10,8,3,3,106,15,48,7,58,8,16,5,2,1
"1064",2002-11-29,-6.38888888888889,57.375,96,40,5,"Wednesday",24.488738996,NA,"0",2002,43,53,14,5,8,6,3,2,82,12,37,5,45,6,12,4,2,1
"1065",2002-11-30,1.11111111111111,62.75,98,49,5,"Thursday",29.903100954,NA,"0",2002,44,54,15,5,8,7,3,2,83,12,37,5,46,6,12,4,2,1
"1066",2002-12-01,3.33333333333333,64.375,123,57,4,"Friday",48.743348722,NA,"0",2002,55,68,18,6,10,8,3,3,105,15,47,7,58,8,16,5,2,1
"1067",2002-12-02,-1.66666666666667,61.625,114,54,9,"Saturday",51.720207824,NA,"0",2002,51,63,17,6,9,8,3,3,97,14,44,6,53,8,15,5,2,1
"1068",2002-12-03,-6.66666666666667,44.75,123,48,11,"Sunday",18.258107954,NA,"0",2002,55,68,18,6,10,8,3,3,105,15,47,7,58,8,16,5,2,1
"1069",2002-12-04,0.833333333333333,65.5,150,68,18,"Monday",35.179370822,NA,"0",2002,68,82,22,8,12,10,4,3,128,18,57,8,70,10,19,6,3,1
"1070",2002-12-05,4.16666666666667,70.375,104,52,5,"Tuesday",37.3898945739,NA,"0",2002,47,57,16,5,9,7,3,2,88,12,40,6,49,7,13,4,2,1
"1071",2002-12-06,-1.66666666666667,51.375,131,63,8,"Wednesday",21.696857158,NA,"0",2002,59,72,20,7,11,9,4,3,111,16,50,7,61,9,17,6,2,1
"1072",2002-12-07,-8.33333333333333,48.125,111,50,8,"Thursday",31.410632996,NA,"0",2002,50,61,17,6,9,7,3,2,94,13,42,6,52,7,14,5,2,1
"1073",2002-12-08,-5.83333333333333,68,120,50,9,"Friday",36.8765598057,NA,"0",2002,54,66,18,6,10,8,3,3,102,14,46,6,56,8,15,5,2,1
"1074",2002-12-09,-1.94444444444444,61.75,140,74,9,"Saturday",29.852334111,NA,"0",2002,63,77,21,7,12,9,4,3,119,17,54,8,65,9,18,6,3,1
"1075",2002-12-10,-0.555555555555556,72.625,118,53,11,"Sunday",25.242268262,NA,"0",2002,53,65,18,6,10,8,3,3,100,14,45,6,55,8,15,5,2,1
"1076",2002-12-11,-6.94444444444444,62.125,136,58,11,"Monday",34.220044082,NA,"0",2002,61,75,20,7,11,9,4,3,116,16,52,7,64,9,17,6,2,1
"1077",2002-12-12,-11.6666666666667,66.875,125,60,11,"Tuesday",37.1352885311,NA,"0",2002,56,69,19,6,10,8,3,3,106,15,48,7,58,8,16,5,2,1
"1078",2002-12-13,-10.5555555555556,81,122,55,9,"Wednesday",42.0621483074,NA,"0",2002,55,67,18,6,10,8,3,3,104,15,47,7,57,8,16,5,2,1
"1079",2002-12-14,-13.3333333333333,68.5,126,48,9,"Thursday",33.09188945,NA,"0",2002,57,69,19,6,10,9,3,3,107,15,48,7,59,8,16,5,2,1
"1080",2002-12-15,-15.8333333333333,69.125,105,52,14,"Friday",44.6634808402,NA,"0",2002,47,58,16,5,9,7,3,2,89,13,40,6,49,7,13,4,2,1
"1081",2002-12-16,-16.3888888888889,73.375,129,53,14,"Saturday",32.214308465,NA,"0",2002,58,71,19,6,11,9,4,3,110,15,49,7,60,9,16,5,2,1
"1082",2002-12-17,-12.5,69.625,123,67,10,"Sunday",30.215160766,NA,"0",2002,55,68,18,6,10,8,3,3,105,15,47,7,58,8,16,5,2,1
"1083",2002-12-18,-12.5,61.75,156,73,17,"Monday",41.2651780079,NA,"0",2002,70,86,23,8,13,11,4,4,133,19,60,8,73,10,20,7,3,1
"1084",2002-12-19,-13.6111111111111,68.875,160,75,15,"Tuesday",38.1414556158,NA,"0",2002,72,88,24,8,13,11,4,4,136,19,61,9,75,11,20,7,3,1
"1085",2002-12-20,-17.7777777777778,76.125,121,57,13,"Wednesday",21.637885234,NA,"0",2002,54,67,18,6,10,8,3,3,103,15,46,7,57,8,15,5,2,1
"1086",2002-12-21,-21.3888888888889,54.75,157,77,15,"Thursday",43.2289215583,NA,"0",2002,71,86,24,8,13,11,4,4,133,19,60,8,73,10,20,7,3,1
"1087",2002-12-22,-20.2777777777778,64,163,74,20,"Friday",43.1645475635,NA,"0",2002,73,90,24,8,13,11,4,4,139,20,62,9,76,11,21,7,3,1
"1088",2002-12-23,-18.3333333333333,69.5,156,72,11,"Saturday",32.159595283,NA,"0",2002,70,86,23,8,13,11,4,4,133,19,60,8,73,10,20,7,3,1
"1089",2002-12-24,-15,78.5,136,68,15,"Sunday",23.41112265,NA,"0",2002,61,75,20,7,11,9,4,3,116,16,52,7,64,9,17,6,2,1
"1090",2002-12-25,-4.16666666666667,82.625,155,77,17,"Monday",NA,41,"1",2002,70,85,23,8,13,10,4,3,132,19,59,8,72,10,20,7,3,1
"1091",2002-12-26,-11.1111111111111,66.875,160,81,15,"Tuesday",NA,NA,"0",2002,72,88,24,8,13,11,4,4,136,19,61,9,75,11,20,7,3,1
"1092",2002-12-27,-6.38888888888889,75,169,75,17,"Wednesday",28.23867672,NA,"0",2002,76,93,25,8,14,11,5,4,144,20,65,9,79,11,22,7,3,1
"1093",2002-12-28,-2.77777777777778,84.625,157,70,17,"Thursday",14.311901941,NA,"0",2002,71,86,24,8,13,11,4,4,133,19,60,8,73,10,20,7,3,1
"1094",2002-12-29,1.38888888888889,90.625,172,74,16,"Friday",34.318257841,NA,"0",2002,77,95,26,9,14,12,5,4,146,21,66,9,80,11,22,7,3,1
"1095",2002-12-30,0.277777777777778,96,155,73,17,"Saturday",34.19196099,NA,"0",2002,70,85,23,8,13,10,4,3,132,19,59,8,72,10,20,7,3,1
"1096",2002-12-31,-0.833333333333333,83,186,88,18,"Sunday",36.3612309418,NA,"0",2002,84,102,28,9,15,13,5,4,158,22,71,10,87,12,24,8,3,1
"1097",2003-01-01,-2.5,77.25,157,74,21,"Monday",NA,42,"1",2003,71,86,24,8,13,11,4,4,133,19,60,8,73,10,20,7,3,1
"1098",2003-01-02,0.555555555555556,76.875,168,73,18,"Tuesday",NA,NA,"0",2003,76,92,25,8,14,11,5,4,143,20,64,9,79,11,21,7,3,1
"1099",2003-01-03,3.88888888888889,87.25,166,78,24,"Wednesday",28.956480588,NA,"0",2003,75,91,25,8,14,11,5,4,141,20,63,9,78,11,21,7,3,1
"1100",2003-01-04,2.22222222222222,77.75,140,60,20,"Thursday",22.72096714,NA,"0",2003,63,77,21,7,12,9,4,3,119,17,54,8,65,9,18,6,3,1
"1101",2003-01-05,-1.38888888888889,84.25,150,68,19,"Friday",32.244640377,NA,"0",2003,68,82,22,8,12,10,4,3,128,18,57,8,70,10,19,6,3,1
"1102",2003-01-06,-1.11111111111111,82,156,67,21,"Saturday",41.8831502087,NA,"0",2003,70,86,23,8,13,11,4,4,133,19,60,8,73,10,20,7,3,1
"1103",2003-01-07,1.66666666666667,88.625,146,56,26,"Sunday",26.743527122,NA,"0",2003,66,80,22,7,12,10,4,3,124,18,56,8,68,10,19,6,3,1
"1104",2003-01-08,2.77777777777778,71.25,133,64,18,"Monday",27.245676048,NA,"0",2003,60,73,20,7,11,9,4,3,113,16,51,7,62,9,17,6,2,1
"1105",2003-01-09,3.33333333333333,81.25,168,68,34,"Tuesday",24.698785005,NA,"0",2003,76,92,25,8,14,11,5,4,143,20,64,9,79,11,21,7,3,1
"1106",2003-01-10,0.277777777777778,84.875,148,67,14,"Wednesday",27.303659661,NA,"0",2003,67,81,22,7,12,10,4,3,126,18,57,8,69,10,19,6,3,1
"1107",2003-01-11,3.33333333333333,57.75,157,72,21,"Thursday",101.089536271,NA,"0",2003,71,86,24,8,13,11,4,4,133,19,60,8,73,10,20,7,3,1
"1108",2003-01-12,-3.33333333333333,54.625,155,72,14,"Friday",58.911806758,NA,"0",2003,70,85,23,8,13,10,4,3,132,19,59,8,72,10,20,7,3,1
"1109",2003-01-13,-5,65.875,121,51,15,"Saturday",18.814515827,NA,"0",2003,54,67,18,6,10,8,3,3,103,15,46,7,57,8,15,5,2,1
"1110",2003-01-14,2.5,60.875,130,61,17,"Sunday",22.422118328,NA,"0",2003,58,72,20,6,11,9,4,3,110,16,50,7,61,9,17,6,2,1
"1111",2003-01-15,5,69.75,135,60,19,"Monday",44.9865662776,NA,"0",2003,61,74,20,7,11,9,4,3,115,16,52,7,63,9,17,6,2,1
"1112",2003-01-16,8.61111111111111,91.125,150,61,19,"Tuesday",NA,NA,"0",2003,68,82,22,8,12,10,4,3,128,18,57,8,70,10,19,6,3,1
"1113",2003-01-17,7.22222222222222,90.5,138,64,9,"Wednesday",24.282940768,NA,"0",2003,62,76,21,7,11,9,4,3,117,17,53,7,65,9,18,6,2,1
"1114",2003-01-18,0,72,111,49,9,"Thursday",31.915904999,NA,"0",2003,50,61,17,6,9,7,3,2,94,13,42,6,52,7,14,5,2,1
"1115",2003-01-19,-0.833333333333333,64.875,118,58,9,"Friday",38.0114560782,NA,"0",2003,53,65,18,6,10,8,3,3,100,14,45,6,55,8,15,5,2,1
"1116",2003-01-20,1.94444444444444,96,137,51,23,"Saturday",30.987166823,NA,"0",2003,62,75,21,7,11,9,4,3,116,16,52,7,64,9,17,6,2,1
"1117",2003-01-21,-1.11111111111111,81.25,120,58,9,"Sunday",14.839642981,NA,"0",2003,54,66,18,6,10,8,3,3,102,14,46,6,56,8,15,5,2,1
"1118",2003-01-22,2.5,83.875,134,59,13,"Monday",18.874835795,NA,"0",2003,60,74,20,7,11,9,4,3,114,16,51,7,63,9,17,6,2,1
"1119",2003-01-23,4.16666666666667,78.5,117,62,13,"Tuesday",32.816630754,NA,"0",2003,53,64,18,6,10,8,3,3,99,14,45,6,55,8,15,5,2,1
"1120",2003-01-24,4.44444444444444,71.75,129,60,14,"Wednesday",17.924473383,NA,"0",2003,58,71,19,6,11,9,4,3,110,15,49,7,60,9,16,5,2,1
"1121",2003-01-25,-0.833333333333333,82.75,133,55,13,"Thursday",25.936705829,NA,"0",2003,60,73,20,7,11,9,4,3,113,16,51,7,62,9,17,6,2,1
"1122",2003-01-26,-3.61111111111111,78.5,105,53,11,"Friday",29.400913698,NA,"0",2003,47,58,16,5,9,7,3,2,89,13,40,6,49,7,13,4,2,1
"1123",2003-01-27,3.05555555555556,60.375,104,44,10,"Saturday",21.239287165,NA,"0",2003,47,57,16,5,9,7,3,2,88,12,40,6,49,7,13,4,2,1
"1124",2003-01-28,-0.833333333333333,56.5,116,59,9,"Sunday",31.124892986,NA,"0",2003,52,64,17,6,10,8,3,3,99,14,44,6,54,8,15,5,2,1
"1125",2003-01-29,1.11111111111111,49.125,112,49,12,"Monday",47.471891435,NA,"0",2003,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"1126",2003-01-30,1.38888888888889,66.625,129,55,12,"Tuesday",28.286834291,NA,"0",2003,58,71,19,6,11,9,4,3,110,15,49,7,60,9,16,5,2,1
"1127",2003-01-31,-0.833333333333333,67.875,122,60,13,"Wednesday",31.234075816,NA,"0",2003,55,67,18,6,10,8,3,3,104,15,47,7,57,8,16,5,2,1
"1128",2003-02-01,5,88.125,119,55,13,"Thursday",27.254657087,NA,"0",2003,54,65,18,6,10,8,3,3,101,14,46,6,56,8,15,5,2,1
"1129",2003-02-02,-1.11111111111111,83.875,132,58,12,"Friday",27.473557878,NA,"0",2003,59,73,20,7,11,9,4,3,112,16,50,7,62,9,17,6,2,1
"1130",2003-02-03,0.555555555555556,90.125,129,53,12,"Saturday",25.411536576,NA,"0",2003,58,71,19,6,11,9,4,3,110,15,49,7,60,9,16,5,2,1
"1131",2003-02-04,1.11111111111111,81.875,119,52,7,"Sunday",18.305329443,NA,"0",2003,54,65,18,6,10,8,3,3,101,14,46,6,56,8,15,5,2,1
"1132",2003-02-05,5.27777777777778,73.625,116,57,10,"Monday",24.022970679,NA,"0",2003,52,64,17,6,10,8,3,3,99,14,44,6,54,8,15,5,2,1
"1133",2003-02-06,3.61111111111111,84,125,48,12,"Tuesday",31.510460405,NA,"0",2003,56,69,19,6,10,8,3,3,106,15,48,7,58,8,16,5,2,1
"1134",2003-02-07,2.77777777777778,88,116,48,10,"Wednesday",36.4178366478,NA,"0",2003,52,64,17,6,10,8,3,3,99,14,44,6,54,8,15,5,2,1
"1135",2003-02-08,10,72,124,57,13,"Thursday",32.410879363,NA,"0",2003,56,68,19,6,10,8,3,3,105,15,47,7,58,8,16,5,2,1
"1136",2003-02-09,5.27777777777778,50.375,99,46,12,"Friday",39.9968406605,NA,"0",2003,45,54,15,5,8,7,3,2,84,12,38,5,46,7,13,4,2,1
"1137",2003-02-10,0,72.875,132,62,7,"Saturday",20.970811291,NA,"0",2003,59,73,20,7,11,9,4,3,112,16,50,7,62,9,17,6,2,1
"1138",2003-02-11,-1.94444444444444,62.75,131,60,8,"Sunday",29.602324136,NA,"0",2003,59,72,20,7,11,9,4,3,111,16,50,7,61,9,17,6,2,1
"1139",2003-02-12,3.61111111111111,62.875,135,52,11,"Monday",33.315275069,NA,"0",2003,61,74,20,7,11,9,4,3,115,16,52,7,63,9,17,6,2,1
"1140",2003-02-13,5,79.75,143,64,15,"Tuesday",NA,NA,"0",2003,64,79,21,7,12,10,4,3,122,17,55,8,67,9,18,6,3,1
"1141",2003-02-14,-2.77777777777778,92.5,120,63,7,"Wednesday",11.728492214,NA,"0",2003,54,66,18,6,10,8,3,3,102,14,46,6,56,8,15,5,2,1
"1142",2003-02-15,-1.38888888888889,90.375,149,75,16,"Thursday",22.701304811,NA,"0",2003,67,82,22,7,12,10,4,3,127,18,57,8,70,10,19,6,3,1
"1143",2003-02-16,-2.5,76.25,140,64,11,"Friday",20.775914213,NA,"0",2003,63,77,21,7,12,9,4,3,119,17,54,8,65,9,18,6,3,1
"1144",2003-02-17,-6.11111111111111,65.75,114,58,8,"Saturday",26.400733381,NA,"0",2003,51,63,17,6,9,8,3,3,97,14,44,6,53,8,15,5,2,1
"1145",2003-02-18,0,68.25,131,54,16,"Sunday",23.99762488,NA,"0",2003,59,72,20,7,11,9,4,3,111,16,50,7,61,9,17,6,2,1
"1146",2003-02-19,-4.44444444444444,51.75,124,60,8,"Monday",30.765612416,NA,"0",2003,56,68,19,6,10,8,3,3,105,15,47,7,58,8,16,5,2,1
"1147",2003-02-20,-6.38888888888889,61.25,104,50,5,"Tuesday",44.1678131142,NA,"0",2003,47,57,16,5,9,7,3,2,88,12,40,6,49,7,13,4,2,1
"1148",2003-02-21,1.11111111111111,62.25,108,49,9,"Wednesday",30.715563822,NA,"0",2003,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"1149",2003-02-22,2.22222222222222,95.5,115,52,8,"Thursday",20.232145002,NA,"0",2003,52,63,17,6,9,8,3,3,98,14,44,6,54,8,15,5,2,1
"1150",2003-02-23,0.277777777777778,77.75,135,60,7,"Friday",19.221659303,NA,"0",2003,61,74,20,7,11,9,4,3,115,16,52,7,63,9,17,6,2,1
"1151",2003-02-24,-6.11111111111111,49.875,117,58,12,"Saturday",71.062631918,NA,"0",2003,53,64,18,6,10,8,3,3,99,14,45,6,55,8,15,5,2,1
"1152",2003-02-25,-11.6666666666667,51.625,100,39,11,"Sunday",23.510965075,NA,"0",2003,45,55,15,5,8,7,3,2,85,12,38,5,47,7,13,4,2,1
"1153",2003-02-26,-5,72.125,131,61,8,"Monday",21.939882932,NA,"0",2003,59,72,20,7,11,9,4,3,111,16,50,7,61,9,17,6,2,1
"1154",2003-02-27,0.277777777777778,50.875,119,51,10,"Tuesday",34.189291064,NA,"0",2003,54,65,18,6,10,8,3,3,101,14,46,6,56,8,15,5,2,1
"1155",2003-02-28,-4.16666666666667,57.75,122,54,10,"Wednesday",27.273682581,NA,"0",2003,55,67,18,6,10,8,3,3,104,15,47,7,57,8,16,5,2,1
"1156",2003-03-01,-0.833333333333333,63.875,123,53,11,"Thursday",35.263829036,NA,"0",2003,55,68,18,6,10,8,3,3,105,15,47,7,58,8,16,5,2,1
"1157",2003-03-02,4.16666666666667,64.25,133,61,11,"Friday",34.894692332,NA,"0",2003,60,73,20,7,11,9,4,3,113,16,51,7,62,9,17,6,2,1
"1158",2003-03-03,-1.66666666666667,46.625,115,50,10,"Saturday",20.778103636,NA,"0",2003,52,63,17,6,9,8,3,3,98,14,44,6,54,8,15,5,2,1
"1159",2003-03-04,-0.833333333333333,55.5,121,57,8,"Sunday",24.038988818,43,"1",2003,54,67,18,6,10,8,3,3,103,15,46,7,57,8,15,5,2,1
"1160",2003-03-05,0.555555555555556,81.25,143,63,13,"Monday",24.75633265,44,"1",2003,64,79,21,7,12,10,4,3,122,17,55,8,67,9,18,6,3,1
"1161",2003-03-06,-1.66666666666667,52.125,112,56,6,"Tuesday",25.110844528,NA,"0",2003,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"1162",2003-03-07,-1.38888888888889,58.5,99,47,5,"Wednesday",41.7194770241,NA,"0",2003,45,54,15,5,8,7,3,2,84,12,38,5,46,7,13,4,2,1
"1163",2003-03-08,4.72222222222222,99,115,48,10,"Thursday",25.267239446,NA,"0",2003,52,63,17,6,9,8,3,3,98,14,44,6,54,8,15,5,2,1
"1164",2003-03-09,7.77777777777778,88.625,113,48,11,"Friday",33.094937461,NA,"0",2003,51,62,17,6,9,8,3,3,96,14,43,6,53,7,14,5,2,1
"1165",2003-03-10,10.5555555555556,98.5,135,71,11,"Saturday",32.054426954,NA,"0",2003,61,74,20,7,11,9,4,3,115,16,52,7,63,9,17,6,2,1
"1166",2003-03-11,14.1666666666667,77.75,121,50,6,"Sunday",26.603074794,NA,"0",2003,54,67,18,6,10,8,3,3,103,15,46,7,57,8,15,5,2,1
"1167",2003-03-12,21.3888888888889,56.75,142,56,12,"Monday",22.052891303,NA,"0",2003,64,78,21,7,12,10,4,3,121,17,54,8,66,9,18,6,3,1
"1168",2003-03-13,19.4444444444444,78.375,127,61,14,"Tuesday",28.45316111,NA,"0",2003,57,70,19,6,10,9,3,3,108,15,49,7,59,8,16,5,2,1
"1169",2003-03-14,18.3333333333333,71.5,112,51,9,"Wednesday",29.89519691,NA,"0",2003,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"1170",2003-03-15,14.1666666666667,66.25,116,52,10,"Thursday",20.447522994,NA,"0",2003,52,64,17,6,10,8,3,3,99,14,44,6,54,8,15,5,2,1
"1171",2003-03-16,10.5555555555556,54.75,111,41,11,"Friday",26.982275534,NA,"0",2003,50,61,17,6,9,7,3,2,94,13,42,6,52,7,14,5,2,1
"1172",2003-03-17,5,57.75,126,59,7,"Saturday",25.934245906,NA,"0",2003,57,69,19,6,10,9,3,3,107,15,48,7,59,8,16,5,2,1
"1173",2003-03-18,2.22222222222222,58.375,128,51,9,"Sunday",13.118477084,NA,"0",2003,58,70,19,6,11,9,4,3,109,15,49,7,60,8,16,5,2,1
"1174",2003-03-19,-3.05555555555556,52.75,123,59,10,"Monday",27.516936189,NA,"0",2003,55,68,18,6,10,8,3,3,105,15,47,7,58,8,16,5,2,1
"1175",2003-03-20,0.555555555555556,54.875,123,50,11,"Tuesday",35.08437878,NA,"0",2003,55,68,18,6,10,8,3,3,105,15,47,7,58,8,16,5,2,1
"1176",2003-03-21,8.61111111111111,45.25,114,43,7,"Wednesday",44.0762144405,NA,"0",2003,51,63,17,6,9,8,3,3,97,14,44,6,53,8,15,5,2,1
"1177",2003-03-22,7.22222222222222,77.25,121,67,5,"Thursday",35.124202756,NA,"0",2003,54,67,18,6,10,8,3,3,103,15,46,7,57,8,15,5,2,1
"1178",2003-03-23,-0.555555555555556,42.25,106,46,11,"Friday",28.152549999,NA,"0",2003,48,58,16,5,9,7,3,2,90,13,41,6,50,7,14,5,2,1
"1179",2003-03-24,-0.555555555555556,51.5,111,46,11,"Saturday",23.196231031,NA,"0",2003,50,61,17,6,9,7,3,2,94,13,42,6,52,7,14,5,2,1
"1180",2003-03-25,1.38888888888889,51,108,34,16,"Sunday",26.31568665,NA,"0",2003,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"1181",2003-03-26,0.555555555555556,63.5,126,54,11,"Monday",15.431316363,NA,"0",2003,57,69,19,6,10,9,3,3,107,15,48,7,59,8,16,5,2,1
"1182",2003-03-27,1.94444444444444,51.125,100,50,7,"Tuesday",58.257162371,NA,"0",2003,45,55,15,5,8,7,3,2,85,12,38,5,47,7,13,4,2,1
"1183",2003-03-28,5.27777777777778,46.5,127,55,13,"Wednesday",34.669009616,NA,"0",2003,57,70,19,6,10,9,3,3,108,15,49,7,59,8,16,5,2,1
"1184",2003-03-29,5.27777777777778,94.875,103,42,8,"Thursday",39.2287154821,NA,"0",2003,46,57,15,5,8,7,3,2,88,12,39,6,48,7,13,4,2,1
"1185",2003-03-30,5.27777777777778,88.875,107,52,7,"Friday",33.603153764,NA,"0",2003,48,59,16,5,9,7,3,2,91,13,41,6,50,7,14,5,2,1
"1186",2003-03-31,5.27777777777778,93.125,92,42,11,"Saturday",57.300769463,NA,"0",2003,41,51,14,5,8,6,3,2,78,11,35,5,43,6,12,4,2,1
"1187",2003-04-01,8.88888888888889,80.5,103,38,6,"Sunday",30.547708717,NA,"0",2003,46,57,15,5,8,7,3,2,88,12,39,6,48,7,13,4,2,1
"1188",2003-04-02,3.33333333333333,76,127,61,12,"Monday",17.759072886,NA,"0",2003,57,70,19,6,10,9,3,3,108,15,49,7,59,8,16,5,2,1
"1189",2003-04-03,5.27777777777778,57.875,128,55,6,"Tuesday",28.595066784,NA,"0",2003,58,70,19,6,11,9,4,3,109,15,49,7,60,8,16,5,2,1
"1190",2003-04-04,6.11111111111111,72,99,42,7,"Wednesday",42.6574304643,NA,"0",2003,45,54,15,5,8,7,3,2,84,12,38,5,46,7,13,4,2,1
"1191",2003-04-05,3.33333333333333,41,120,57,8,"Thursday",25.474650243,NA,"0",2003,54,66,18,6,10,8,3,3,102,14,46,6,56,8,15,5,2,1
"1192",2003-04-06,-0.555555555555556,66.125,107,57,3,"Friday",38.0056703059,NA,"0",2003,48,59,16,5,9,7,3,2,91,13,41,6,50,7,14,5,2,1
"1193",2003-04-07,0.833333333333333,41.25,118,44,11,"Saturday",27.239078716,NA,"0",2003,53,65,18,6,10,8,3,3,100,14,45,6,55,8,15,5,2,1
